Time,Temp,PM10,PM2.5,Rain,RH,Wind
23:00,17,26,21,0,69,1.4
00:00,16,33,20,0,68,1
01:00,16,28,12,0,68,1.7
02:00,16,20,8,0,68,1.2
03:00,16,13,10,0,69,0.6
04:00,16,13,15,0,70,0.6
05:00,16,9,10,0,70,1.3
06:00,15,9,9,0,70,0.9
07:00,16,14,6,0,70,1.3
08:00,17,22,5,0,67,1
09:00,18,24,6,0,62,1.4
10:00,19,18,5,0,58,0.8
11:00,21,19,7,0,54,0.9
12:00,21,21,9,0,52,1.7
13:00,21,20,3,0,54,0.9
14:00,20,19,7,0,55,1.2
15:00,20,28,9,0,57,1
16:00,19,41,10,0,59,1.1
17:00,18,37,12,0,61,0.7
18:00,17,28,11,0,63,0.7
19:00,17,23,19,0,65,0.7
20:00,17,28,15,0,66,0.7
21:00,17,24,15,0,67,0.5
22:00,17,16,9,0,67,0.9
23:00,16,15,7,0,68,0.5
00:00,16,17,7,0,69,0.9
01:00,16,16,6,0,69,0.6
02:00,16,16,11,0,70,0.8
03:00,16,17,8,0,70,0.6
04:00,16,25,9,0,70,0.9
05:00,16,17,4,0,71,0.7
06:00,16,14,7,0,71,0.7
07:00,16,13,8,0,72,0.5
08:00,17,22,18,0,70,0.6
09:00,18,30,22,0,66,1.2
10:00,20,33,20,0,61,1
11:00,21,30,14,0,57,0.7
12:00,22,40,16,0,55,1.4
13:00,22,48,23,0,58,1.7
14:00,21,54,25,0,62,1.7
15:00,20,53,29,0,68,1.4
16:00,19,52,32,0,73,1.1
17:00,18,59,24,0,79,1
18:00,18,63,22,0,82,0.8
19:00,17,55,19,0,83,0.9
20:00,17,46,19,0,84,0.8
21:00,17,40,22,0,86,0.6
22:00,17,48,25,0,85,0.5
23:00,17,54,27,0,85,0.7
00:00,17,52,24,0,86,0.6
01:00,17,43,25,0,86,0.6
02:00,17,45,22,0,88,0.6
03:00,17,46,24,0,89,0.6
04:00,17,42,18,0,87,0.8
05:00,17,24,21,0,85,0.7
06:00,17,20,12,0,84,0.8
07:00,17,23,11,0,82,0.7
08:00,17,24,8,0,78,0.7
09:00,18,23,14,0,75,1.5
10:00,19,29,20,0,72,1.2
11:00,19,36,20,0,69,1.4
12:00,19,40,23,0,68,1.7
13:00,19,40,16,0,67,1.4
14:00,20,45,11,0,64,1.1
15:00,20,40,5,0,63,1.5
16:00,18,30,7,0,68,1.2
17:00,16,29,14,0,73,0.9
18:00,15,32,10,0,76,0.8
19:00,15,33,11,0,78,0.8
20:00,14,19,10,0,79,2
21:00,14,11,7,0,78,1
22:00,14,9,8,0,77,0.7
23:00,14,8,6,0,76,1.1
00:00,14,3,4,0,76,0.6
01:00,14,7,2,0,77,0.9
02:00,14,17,2,0,77,0.7
03:00,14,22,4,0,77,0.5
04:00,14,20,4,0,76,1.1
05:00,14,15,8,0,76,0.5
06:00,14,13,14,0,77,0.6
07:00,14,15,15,0,76,1.1
08:00,15,24,13,0,73,1.2
09:00,16,34,16,0,68,1.7
10:00,18,38,21,0,62,0.8
11:00,19,38,28,0,60,0.8
12:00,20,34,22,0,58,1.3
13:00,20,37,25,0,58,1.2
14:00,18,35,25,0,62,1.3
15:00,18,47,27,0,64,0.9
16:00,17,53,29,0,66,1
17:00,16,52,26,0,69,1
18:00,15,43,29,0,72,0.8
19:00,15,34,24,0,74,0.7
20:00,14,33,24,0,74,0.9
21:00,14,29,22,0,75,0.7
22:00,14,20,20,0,75,0.4
23:00,14,16,11,0,76,0.6
00:00,14,19,12,0,75,0.8
01:00,14,21,6,0,74,1.3
02:00,14,23,12,0,73,0.9
03:00,14,18,7,0,74,0.7
04:00,14,24,10,0,74,0.7
05:00,14,23,9,0,74,0.9
06:00,14,18,12,0,74,1.3
07:00,15,13,11,0,73,0.7
08:00,15,5,8,0,71,0.6
09:00,17,11,9,0,67,0.5
10:00,19,13,19,0,60,0.9
11:00,20,18,21,0,57,1.4
12:00,21,28,19,0,56,1.3
13:00,21,38,13,0,58,2.3
14:00,21,49,16,0,58,2.5
15:00,20,49,14,0,60,2.4
16:00,19,49,13,0,64,2.3
17:00,18,44,12,0,68,0.8
18:00,17,42,19,0,70,0.7
19:00,17,40,23,0,72,0.7
20:00,16,35,15,0,72,0.6
21:00,16,29,19,0,74,0.5
22:00,15,26,18,0,75,0.6
23:00,15,31,18,0,76,0.7
00:00,15,34,18,0,76,0.5
01:00,16,36,21,0,75,0.4
02:00,16,26,29,0,75,0.2
03:00,16,28,19,0,75,0.7
04:00,16,28,14,0,76,0.1
05:00,16,43,18,0,77,0.2
06:00,16,43,23,0,78,0.6
07:00,16,49,27,0,77,0.5
08:00,17,52,22,0,73,1
09:00,18,68,39,0,68,0.5
10:00,20,80,44,0,60,0.5
11:00,21,79,44,0,58,1
12:00,22,77,43,0,58,1.8
13:00,21,69,36,0,61,1.9
14:00,21,49,29,0,64,2.2
15:00,20,48,23,0,69,2.6
16:00,19,44,20,0,73,1.5
17:00,18,49,11,0,78,1.4
18:00,17,50,21,0,81,1.1
19:00,17,45,24,0,83,0.4
20:00,17,47,24,0,83,1
21:00,17,46,19,0,82,0.5
22:00,17,45,13,0,82,0.6
23:00,17,37,19,0,82,0.6
00:00,17,37,19,0,82,0.4
01:00,17,44,24,0,83,0.6
02:00,17,51,18,0,83,0.2
03:00,17,55,23,0,83,0.5
04:00,17,52,27,0,83,0.5
05:00,16,50,35,0,85,0.7
06:00,16,43,25,0,86,0.7
07:00,16,35,13,0,83,0.8
08:00,17,33,14,0,79,0.9
09:00,18,32,20,0,75,1.4
10:00,19,39,20,0,71,1.6
11:00,19,38,18,0,69,1.6
12:00,20,39,18,0,70,2
13:00,19,38,16,0,75,2.3
14:00,18,38,15,0,79,1.1
15:00,17,36,8,0,80,1
16:00,17,38,9,0,80,1.1
17:00,17,30,10,0,80,0.8
18:00,17,29,12,0,82,0.7
19:00,17,22,16,0,83,1.1
20:00,16,28,14,0,83,0.4
21:00,16,24,15,0,84,0.9
22:00,16,21,16,0,86,0.9
23:00,16,13,13,0,87,0.6
00:00,16,16,16,0,87,0.4
01:00,16,17,13,0,85,0.6
02:00,15,18,12,0,84,0.9
03:00,15,10,8,0,83,0.8
04:00,15,6,7,0,82,0.8
05:00,15,2,7,0,82,0.6
06:00,15,10,9,0,82,0.8
07:00,15,15,4,0,82,1
08:00,16,30,10,0,79,1.1
09:00,17,25,12,0,75,0.8
10:00,18,25,16,0,69,1
11:00,19,24,16,0,66,1.2
12:00,19,38,15,0,67,1.2
13:00,18,53,24,0,67,1.3
14:00,18,52,23,0,67,0.9
15:00,17,47,26,0,68,1.3
16:00,16,39,18,0,69,1.3
17:00,15,43,21,0,72,1.1
18:00,15,42,19,0,74,1.6
19:00,14,48,25,0,75,1.1
20:00,14,44,22,0,77,0.9
21:00,14,50,33,0,77,1.5
22:00,14,46,39,0,76,0.8
23:00,14,49,37,0,76,0.9
00:00,14,52,39,0,76,1.1
01:00,13,63,39,0,76,2
02:00,13,61,47,0,77,0.9
03:00,12,56,38,0,76,0.8
04:00,12,50,23,0,75,2.2
05:00,12,50,24,0,74,1.5
06:00,12,53,26,0,73,1.3
07:00,13,47,35,0,73,1.5
08:00,13,48,33,0,73,0.8
09:00,13,60,48,0,72,0.7
10:00,14,86,58,0,68,0.8
11:00,15,105,74,0,63,1.2
12:00,15,118,81,0,60,1.1
13:00,15,137,95,0,57,1.4
14:00,14,169,98,0,56,1.7
15:00,14,168,89,0,55,0.9
16:00,14,147,93,0,58,0.8
17:00,13,119,78,0,60,1.3
18:00,13,119,84,0,63,1.1
19:00,12,124,77,0,63,1.3
20:00,12,119,89,0,62,2.2
21:00,12,105,78,0,62,2.3
22:00,12,89,72,0,61,1.8
23:00,12,84,63,0,61,1
00:00,12,79,61,0,60,1.4
01:00,12,81,56,0,61,1
02:00,12,72,55,0,62,0.7
03:00,12,62,53,0,62,0.6
04:00,12,48,46,0,62,0.9
05:00,12,46,40,0,63,0.9
06:00,12,48,32,0,63,0.7
07:00,12,56,35,0,64,0.7
08:00,12,54,27,0,65,0.7
09:00,13,58,30,0,65,0.7
10:00,14,56,28,0,63,0.6
11:00,14,68,35,0,62,0.6
12:00,15,62,32,0,59,0.9
13:00,16,61,28,0,57,0.8
14:00,17,60,32,0,58,1
15:00,17,71,37,0,58,0.9
16:00,17,75,50,0,59,0.7
17:00,16,82,41,0,63,1
18:00,14,76,40,0,68,0.9
19:00,13,68,28,0,73,0.8
20:00,13,53,31,0,74,1.2
21:00,13,48,33,0,73,0.9
22:00,13,48,35,0,72,0.6
23:00,13,45,37,0,74,0.8
00:00,13,41,33,0,76,0.8
01:00,12,35,31,0,77,0.4
02:00,12,38,27,0,77,0.6
03:00,12,43,28,0,78,0.4
04:00,13,45,33,0,77,0.1
05:00,12,45,42,0,80,0.2
06:00,13,50,45,0,80,0.2
07:00,13,55,44,0,79,0.2
08:00,14,60,48,0,76,0.4
09:00,15,74,56,0,70,0.3
10:00,17,92,58,0,65,0.8
11:00,18,89,58,0,61,0.9
12:00,20,81,49,0,53,1.3
13:00,22,76,48,0,49,1.9
14:00,20,74,45,0,64,2.3
15:00,18,58,38,0,71,1.5
16:00,17,43,37,0,73,1.3
17:00,17,49,29,0,76,0.7
18:00,16,60,32,0,79,0.9
19:00,16,63,37,0,80,0.6
20:00,16,59,35,0,81,0.7
21:00,16,59,37,0,82,0.8
22:00,16,58,27,0,82,0.5
23:00,16,55,38,0,83,0.7
00:00,15,50,28,0,84,0.5
01:00,16,48,28,0,85,0.4
02:00,16,52,21,0,83,0.6
03:00,15,44,23,0,81,0.9
04:00,14,42,22,0,78,0.7
05:00,14,37,21,0,77,0.6
06:00,14,38,24,0,77,1.2
07:00,14,41,20,0,77,1.3
08:00,14,52,22,0,73,1.2
09:00,15,69,23,0,66,2.8
10:00,16,75,27,0,60,2.9
11:00,17,79,35,0,53,2.9
12:00,17,74,36,0,49,2.3
13:00,18,69,51,0,48,0.9
14:00,17,66,46,0,48,1
15:00,16,71,53,0,49,1.5
16:00,15,83,46,0,53,1.6
17:00,15,87,55,0,56,1.9
18:00,14,97,59,0,59,1.9
19:00,13,93,61,0,64,2
20:00,13,78,53,0,62,1.9
21:00,13,53,45,0,60,1.5
22:00,12,37,38,0,59,1.7
23:00,12,33,28,0,57,2
00:00,12,29,19,0,55,1.8
01:00,12,25,13,0,53,2.1
02:00,12,23,21,0,53,1.8
03:00,12,24,15,0,54,1.1
04:00,12,34,18,0,54,1.3
05:00,12,36,10,0,57,1.2
06:00,12,36,10,0,60,0.8
07:00,12,32,7,0,61,0.7
08:00,12,26,11,0,60,2.5
09:00,12,29,9,0,59,3.5
10:00,13,31,9,0,57,1.9
11:00,13,36,7,0,55,1.5
12:00,14,37,10,0,54,1.4
13:00,15,29,10,0,54,0.9
14:00,15,23,10,0,53,1.2
15:00,15,31,11,0,52,1.3
16:00,15,32,8,0,53,1
17:00,14,39,7,0,56,0.9
18:00,13,34,10,0,62,1
19:00,12,40,14,0,66,1.2
20:00,12,36,13,0,68,2.6
21:00,11,30,12,0,68,2.3
22:00,11,21,9,0,68,2.5
23:00,11,14,11,0,68,2.1
00:00,12,11,11,0,68,1.8
01:00,12,13,9,0,67,1.7
02:00,12,15,7,0,67,1.8
03:00,12,16,3,0,67,0.9
04:00,12,12,2,0,66,0.6
05:00,12,7,5,0,65,1.5
06:00,12,7,6,0,66,0.8
07:00,12,12,10,0,65,1.3
08:00,13,22,10,0,62,1.1
09:00,15,32,9,0,57,1.2
10:00,16,41,10,0,53,0.7
11:00,17,41,10,0,50,1
12:00,18,43,12,0,49,1
13:00,18,43,8,0,51,1.4
14:00,18,54,16,0,53,1.6
15:00,17,49,18,0,55,1.9
16:00,16,49,24,0,57,1
17:00,16,47,18,0,60,1
18:00,15,47,14,0,63,0.8
19:00,14,48,20,0,65,0.9
20:00,14,46,14,0,66,1.1
21:00,14,50,25,0,67,0.5
22:00,14,51,24,0,68,0.7
23:00,14,57,27,0,69,0.4
00:00,13,61,27,0,71,0.4
01:00,13,59,18,0,73,0.1
02:00,13,51,22,0,75,0.2
03:00,13,45,18,0,72,0.7
04:00,13,36,25,0,71,0.1
05:00,13,36,24,0,75,0.1
06:00,13,28,27,0,75,0.3
07:00,13,36,25,0,75,0.6
08:00,14,34,30,0,69,0.3
09:00,17,44,31,0,59,0.4
10:00,18,48,40,0,55,0.5
11:00,20,61,30,0,52,0.3
12:00,21,60,31,0,54,1.8
13:00,20,56,22,0,57,1.7
14:00,20,51,32,0,57,1.1
15:00,19,51,27,0,59,1.9
16:00,18,51,30,0,59,1.4
17:00,17,54,24,0,61,1.5
18:00,17,57,24,0,69,0.8
19:00,17,63,24,0,71,0.4
20:00,17,64,26,0,72,0.5
21:00,17,64,30,0,72,0.4
22:00,17,69,32,0,72,0.3
23:00,17,85,45,0,73,0.7
00:00,17,99,47,0,72,0.5
01:00,16,89,56,0,75,0.9
02:00,16,80,41,0,75,0.5
03:00,15,71,43,0,78,0.6
04:00,15,75,36,0,76,0.5
05:00,15,63,44,0,59,0.5
06:00,15,64,45,0,56,0.8
07:00,15,65,57,0,54,0.9
08:00,16,74,54,0,45,0.6
09:00,18,71,61,0,41,1.1
10:00,19,77,47,0,38,1.6
11:00,20,74,51,0,32,1
12:00,21,75,42,0,28,1.1
13:00,22,71,43,0,27,0.9
14:00,21,82,41,0,31,1.1
15:00,21,88,41,0,31,1.4
16:00,20,92,42,0,31,1
17:00,19,88,41,0,30,1.1
18:00,18,90,40,0,33,0.6
19:00,17,96,38,0,37,0.8
20:00,16,98,41,0,40,1.2
21:00,16,104,45,0,43,1.2
22:00,15,99,43,0,45,0.6
23:00,15,98,44,0,47,0.4
00:00,14,83,41,0,46,0.2
01:00,13,81,51,0,56,0.3
02:00,13,84,50,0,58,0.2
03:00,13,76,50,0,56,0.4
04:00,13,67,38,0,53,0.4
05:00,13,54,33,0,57,0.2
06:00,12,53,37,0,62,0.3
07:00,13,54,43,0,57,0.3
08:00,15,49,39,0,48,0.1
09:00,18,62,40,0,41,0.7
10:00,20,65,35,0,33,0.8
11:00,22,76,37,0,30,1.2
12:00,23,83,37,0,33,1.3
13:00,23,89,43,0,34,1.4
14:00,23,90,37,0,33,1.8
15:00,23,91,30,0,31,1.6
16:00,22,83,29,0,35,1.1
17:00,20,94,32,0,47,1.1
18:00,19,116,59,0,62,1.1
19:00,18,137,69,0,69,0.9
20:00,17,144,77,0,72,0.7
21:00,17,144,79,0,74,0.3
22:00,17,154,79,0,76,0.3
23:00,16,158,78,0,78,0.3
00:00,16,157,77,0,78,0.5
01:00,16,146,80,0,77,0.3
02:00,15,150,80,0,78,0.3
03:00,15,150,79,0,77,0.4
04:00,15,142,79,0,73,0.6
05:00,15,111,63,0,67,0.4
06:00,15,92,61,0,69,0.5
07:00,15,91,59,0,71,0.5
08:00,16,106,77,0,63,0.2
09:00,19,110,72,0,52,0.4
10:00,21,108,61,0,44,0.5
11:00,23,105,56,0,39,0.4
12:00,24,103,56,0,32,1.1
13:00,24,102,64,0,37,2.3
14:00,24,96,57,0,27,2.1
15:00,24,82,55,0,23,1.3
16:00,23,69,41,0,25,1.5
17:00,22,70,44,0,24,0.9
18:00,21,85,42,0,26,1
19:00,21,99,53,0,27,0.6
20:00,21,109,62,0,34,0.5
21:00,21,123,73,0,38,0.4
22:00,21,138,80,0,40,0.1
23:00,20,144,75,0,43,0.5
00:00,20,142,82,0,44,0.6
01:00,20,134,75,0,48,0.4
02:00,19,125,90,0,52,0.4
03:00,19,125,77,0,58,0.2
04:00,18,128,86,0,64,0.1
05:00,18,132,78,0,68,0.3
06:00,18,124,86,0,63,0.1
07:00,18,126,82,0,61,0.3
08:00,19,120,73,0,55,0.5
09:00,21,110,72,0,47,0.5
10:00,23,94,67,0,40,0.4
11:00,26,94,63,0,36,0.1
12:00,27,102,61,0,36,0.7
13:00,25,126,68,0,49,1.6
14:00,26,130,92,0,43,1.3
15:00,25,140,85,0,44,1.2
16:00,23,114,76,0,40,0.8
17:00,23,111,60,0,41,0.9
18:00,22,106,63,0,48,0.7
19:00,20,120,67,0,56,0.9
20:00,20,123,68,0,58,0.9
21:00,19,125,67,0,70,1
22:00,18,113,66,0.2,80,1.5
23:00,18,104,74,0.6,84,0.6
00:00,17,98,79,0,84,2
01:00,17,97,77,0,83,1.2
02:00,18,86,64,0.2,82,1.5
03:00,18,72,50,3.4,84,0.8
04:00,18,53,30,7.6,92,1
05:00,18,34,20,3,96,0.4
06:00,18,31,12,0,97,0.9
07:00,18,47,36,0,96,0.3
08:00,19,75,50,0,93,0.5
09:00,21,98,69,0,84,0.5
10:00,23,90,60,0,74,0.8
11:00,24,65,44,0,70,1.1
12:00,24,35,22,0,70,1.8
13:00,24,33,15,0,66,1.2
14:00,25,31,18,0,63,1.5
15:00,25,33,20,0,63,1
16:00,24,27,18,0,66,1.2
17:00,22,31,20,0,69,0.7
18:00,21,38,21,0,74,0.6
19:00,20,48,27,0,77,0.6
20:00,20,59,32,0,79,1.4
21:00,20,61,38,0,79,0.4
22:00,19,64,38,0,80,0.4
23:00,19,68,39,0,82,0.3
00:00,19,66,45,0,82,0.3
01:00,18,58,44,0,81,0.3
02:00,18,44,39,0,81,0.9
03:00,17,40,32,0,82,0.5
04:00,17,39,29,0,82,0.5
05:00,17,40,35,0,83,0.4
06:00,17,45,32,0,83,0.2
07:00,17,49,31,0,84,0.4
08:00,18,66,31,0,80,0.9
09:00,20,67,36,0,74,0.5
10:00,22,71,45,0,68,0.4
11:00,24,76,45,0,63,0.2
12:00,26,77,49,0,57,0.8
13:00,26,83,54,0,56,1.6
14:00,24,89,58,0,58,2
15:00,24,80,62,0,55,1.5
16:00,23,88,54,0,62,1.6
17:00,21,82,44,0,66,1
18:00,19,80,41,0,72,0.8
19:00,19,79,49,0,73,1
20:00,19,78,53,0,73,1.2
21:00,19,89,48,0,73,0.5
22:00,19,94,51,0,75,0.7
23:00,18,97,51,0,75,1.1
00:00,17,99,59,0,78,1
01:00,17,96,59,0,79,1.1
02:00,16,99,62,0,79,0.8
03:00,16,89,62,0,79,1.6
04:00,16,78,51,0,79,0.4
05:00,16,63,39,0,79,1.5
06:00,16,53,38,0,78,0.9
07:00,16,51,37,0,78,0.8
08:00,17,57,44,0,73,0.8
09:00,19,53,40,0,65,0.7
10:00,22,56,38,0,56,0.6
11:00,23,60,38,0,56,1.7
12:00,24,78,41,0,53,1.2
13:00,24,97,46,0,54,1.6
14:00,24,103,54,0,55,1.9
15:00,24,99,57,0,53,1.1
16:00,23,106,59,0,58,2.1
17:00,21,115,50,0,63,0.8
18:00,19,124,54,0,68,1.1
19:00,18,110,47,0,69,0.7
20:00,18,101,45,0,69,0.6
21:00,18,87,38,0,68,0.4
22:00,17,79,40,0,70,1
23:00,17,67,39,0,71,0.7
00:00,17,70,39,0,74,0.6
01:00,16,72,40,0,75,0.4
02:00,16,70,41,0,75,0.6
03:00,15,61,39,0,76,1.4
04:00,15,53,30,0,76,0.8
05:00,15,42,28,0,75,0.5
06:00,16,40,27,0,74,0.8
07:00,16,33,29,0,73,1.3
08:00,16,38,26,0,71,0.7
09:00,18,44,31,0,68,1
10:00,19,56,26,0,63,0.5
11:00,22,68,35,0,57,0.8
12:00,23,72,38,0,53,1.3
13:00,24,76,48,0,52,1.3
14:00,24,66,46,0,51,1.4
15:00,23,68,37,0,52,1.3
16:00,23,66,30,0,55,1.9
17:00,21,68,30,0,60,1.2
18:00,20,59,32,0,60,0.7
19:00,19,52,37,0,63,1
20:00,18,44,30,0,65,1.3
21:00,18,45,32,0,67,0.6
22:00,18,48,31,0,67,0.5
23:00,18,62,42,0,69,0.4
00:00,18,66,39,0,71,0.6
01:00,17,67,37,0,72,0.4
02:00,17,61,32,0,75,0.3
03:00,17,81,40,0,75,0.6
04:00,17,88,43,0,77,0.5
05:00,17,96,43,0,77,0.1
06:00,17,84,38,0,77,0.5
07:00,17,91,46,0,75,0.5
08:00,18,90,41,0,72,0.4
09:00,20,95,45,0,69,0.6
10:00,20,90,35,0,68,1
11:00,20,82,39,0,71,2
12:00,20,75,30,0,71,1.5
13:00,21,60,39,0,66,0.6
14:00,22,62,28,0,63,1.1
15:00,22,49,28,0,61,0.4
16:00,22,51,20,0,61,0.7
17:00,22,46,26,0,61,0.9
18:00,21,54,27,0,67,1.5
19:00,20,51,30,0,72,1
20:00,19,50,28,0,79,1.5
21:00,18,52,33,0,79,1.4
22:00,19,54,29,0,76,1.2
23:00,18,56,37,0,77,0.3
00:00,18,50,33,0,78,0.5
01:00,18,54,33,0,81,0.6
02:00,17,59,31,0,82,0.4
03:00,17,65,28,0,83,0.5
04:00,17,65,33,0,83,0.2
05:00,17,54,35,0,83,0.2
06:00,17,45,37,0,83,0.1
07:00,17,40,37,0,81,0.3
08:00,18,42,37,0,77,0.3
09:00,20,45,43,0,71,0.3
10:00,22,64,44,0,62,0.9
11:00,25,75,48,0,52,1.7
12:00,26,69,35,0,46,1.8
13:00,26,46,29,0,46,1.8
14:00,25,33,21,0,52,0.9
15:00,24,37,28,0,59,0.6
16:00,22,45,29,0.2,68,0.7
17:00,22,56,38,0,74,0.4
18:00,21,62,44,1,77,0.8
19:00,20,71,54,2,85,0.4
20:00,20,81,57,0.2,86,0.6
21:00,20,80,63,0,84,0.6
22:00,20,77,56,0,84,0.6
23:00,20,59,49,0,84,0.6
00:00,20,49,41,0,82,0.3
01:00,20,31,30,0,83,0.2
02:00,20,28,27,0,83,0.1
03:00,19,24,12,0,84,0.4
04:00,19,23,15,0,84,0.3
05:00,19,18,19,0,86,0.4
06:00,19,24,29,0,87,0.3
07:00,19,31,32,0,86,0.4
08:00,21,34,28,0,79,0.6
09:00,22,33,31,0,74,0.7
10:00,24,33,27,0,69,0.5
11:00,24,36,31,0,68,2.3
12:00,24,36,29,0,68,2.3
13:00,25,37,33,0,63,1.7
14:00,25,42,27,0,65,2.9
15:00,23,35,27,0,71,2.4
16:00,22,39,22,0,74,1.6
17:00,21,32,30,0,76,1.1
18:00,20,40,30,0,80,0.9
19:00,20,38,42,0,81,0.8
20:00,20,52,35,0,82,0.6
21:00,20,53,27,0,82,0.7
22:00,19,59,27,0,83,0.8
23:00,19,62,37,0,84,0.7
00:00,19,72,51,0,86,0.7
01:00,19,78,45,0,87,0.8
02:00,18,75,44,0,88,0.4
03:00,18,75,40,0,88,0.6
04:00,19,67,47,0,87,0.4
05:00,19,57,44,0,85,0.5
06:00,19,52,40,0,85,0.3
07:00,19,54,37,0,85,0.4
08:00,20,65,38,0,82,0.5
09:00,22,69,48,0,78,0.5
10:00,23,87,53,0,76,0.8
11:00,21,97,61,0,79,1.5
12:00,21,106,58,0,81,0.8
13:00,22,95,55,0,79,1.2
14:00,22,73,47,0,77,1.4
15:00,21,53,45,0,79,1.3
16:00,20,51,46,0,82,1.2
17:00,20,56,42,0,83,0.8
18:00,19,62,35,0,87,0.9
19:00,19,49,32,0,87,0.6
20:00,18,45,30,0,88,0.9
21:00,18,38,36,0,88,0.7
22:00,18,40,28,0,85,0.8
23:00,18,36,31,0,85,0.6
00:00,18,31,22,0,83,0.6
01:00,18,27,23,0,83,0.7
